District code,Population,Households_with_Internet,Housholds_with_Electric_Lighting,State,District,Latitude,Longitude,sex_ratio,literacy_rate
4,140802,235,15824,Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,123.0,61.0
5,476835,346,62900,Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,112.0,55.0
7,616435,1443,109422,Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,112.0,63.0
10,1236829,16413,165403,Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,111.0,61.0
12,560440,1537,73629,Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,110.0,52.0
16,409936,596,61831,Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,109.0,53.0
19,554985,1214,73999,Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,115.0,58.0
21,1529958,19905,294739,Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,114.0,74.0
23,519080,1615,96082,Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,101.0,62.0
24,1510075,8053,330081,Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,99.0,76.0
26,437903,2623,91322,Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,106.0,70.0
27,999777,5333,214491,Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,99.0,72.0
28,454768,2521,104120,Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,91.0,79.0
28,454768,2521,104120,Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,91.0,79.0
168,1104285,1196,55929,Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,116.0,59.0
168,1104285,1196,55929,Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,116.0,59.0
29,521173,2412,105929,Himachal Pradesh,Una,31.58330388349513,76.18353932038836,102.0,77.0
30,381956,1574,79146,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,102.0,75.0
30,381956,1574,79146,Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,102.0,75.0
406,2663629,8566,519704,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,103.0,60.0
406,2663629,8566,519704,Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,103.0,60.0
31,580320,5250,119866,Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,114.0,74.0
32,529855,2220,91509,Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,109.0,68.0
33,814010,9177,172754,Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,109.0,75.0
34,84121,354,17865,Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,122.0,72.0
35,2298323,14428,411216,Punjab,Gurdaspur,32.04283371212125,75.3204064393939,112.0,71.0
36,815168,9732,161206,Punjab,Kapurthala,31.336592638036837,75.47641165644177,110.0,71.0
37,2193590,39082,446200,Punjab,Jalandhar,31.250336907216507,75.54400350515463,109.0,74.0
38,1586625,13747,319930,Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,104.0,76.0
40,600163,5138,113683,Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,115.0,71.0
41,3498739,58589,703624,Punjab,Ludhiana,30.76596397379912,75.83110851528383,115.0,73.0
42,995746,7897,183396,Punjab,Moga,30.756540067340065,75.1600845117845,112.0,63.0
43,2029074,10042,349662,Punjab,Firozpur,30.63407535211269,74.40245732394365,112.0,60.0
44,901896,4571,166585,Punjab,Muktsar,30.31243303303303,74.5518747747748,112.0,58.0
45,617508,4348,113549,Punjab,Faridkot,30.591187250996025,74.79751553784862,112.0,62.0
46,1388525,11284,255650,Punjab,Bathinda,30.190524611973352,75.05685898004438,115.0,61.0
47,769751,2673,140099,Punjab,Mansa,29.919547714285724,75.4304922857143,113.0,55.0
48,1895686,24274,352929,Punjab,Patiala,30.214540380693364,76.27505893949697,112.0,67.0
49,2490656,29961,461231,Punjab,Amritsar,31.548679820627772,74.79883856502238,112.0,68.0
51,684627,6600,129123,Punjab,Rupnagar,30.910937330754347,76.53743500967126,109.0,73.0
53,1655169,10736,305557,Punjab,Sangrur,30.185045204336895,75.89437014178496,113.0,61.0
55,1055450,44283,231204,Chandigarh,Chandigarh,30.7426,76.75872465753424,122.0,76.0
56,330086,602,52621,Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,104.0,65.0
57,391605,899,71524,Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,98.0,72.0
59,618931,1366,117239,Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,93.0,66.0
62,483439,1344,95421,Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,98.0,71.0
63,259898,435,47083,Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,92.0,69.0
64,622506,1830,109876,Uttaranchal,Almora,29.683532133676103,79.50165064267351,88.0,70.0
65,259648,548,37725,Uttaranchal,Champawat,29.29142393939393,80.07720212121217,102.0,68.0
67,1648902,7883,254802,Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,109.0,63.0
69,561293,18615,103455,Haryana,Panchkula,30.700897142857134,76.97173238095236,115.0,72.0
70,1128350,12899,199681,Haryana,Ambala,30.3503672316384,76.94970310734456,113.0,72.0
72,964655,7356,171908,Haryana,Kurukshetra,30.05652659846548,76.78774680306903,113.0,67.0
73,1074304,3724,187349,Haryana,Kaithal,29.96068539094649,76.37698930041155,113.0,60.0
74,1505324,11163,267223,Haryana,Karnal,29.703200647249204,76.87488025889972,113.0,65.0
75,1205437,10024,209965,Haryana,Panipat,29.34352134146342,76.92895914634147,116.0,65.0
77,1334152,5263,222462,Haryana,Jind,29.45149821958457,76.29598575667653,115.0,62.0
78,942011,3210,153301,Haryana,Fatehabad,29.57298318584072,75.54608716814157,111.0,59.0
79,1295189,6287,215527,Haryana,Sirsa,29.63583446327684,74.90970480225988,111.0,60.0
80,1743931,10132,285004,Haryana,Hisar,29.23628731117825,75.84324682779452,115.0,64.0
81,1634445,5292,266244,Haryana,Bhiwani,28.728868064516128,76.02110225806452,113.0,65.0
82,1061204,8482,193120,Haryana,Rohtak,28.892517647058817,76.53123235294117,115.0,70.0
83,958405,5034,168558,Haryana,Jhajjar,28.59651868131869,76.61137142857145,116.0,71.0
84,922088,2624,135455,Haryana,Mahendragarh,28.1352161458333,76.14018072916659,112.0,68.0
85,900332,5121,152651,Haryana,Rewari,28.19164714828897,76.55956007604564,111.0,71.0
86,1514432,67087,305751,Haryana,Gurgaon,28.043894789579163,77.01935130260523,117.0,73.0
88,1809733,43437,333171,Haryana,Faridabad,28.14873109756098,77.32718536585368,115.0,70.0
93,1709346,80037,352758,Sikkim,East,27.29600352941175,88.74908392156858,113.0,79.0
99,1969168,6295,283142,Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,113.0,61.0
100,1774692,3360,243163,Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,110.0,58.0
101,2363937,7607,220793,Rajasthan,Bikaner,28.12489068322981,73.26943322981371,110.0,54.0
102,2039547,2577,231696,Rajasthan,Churu,28.29330375536484,74.65846427038629,106.0,56.0
103,2137045,4828,297559,Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,105.0,64.0
104,3674179,9750,485723,Rajasthan,Alwar,27.55271738035265,76.65359630562563,112.0,59.0
105,2548462,4179,288723,Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,114.0,58.0
106,1206516,1330,96086,Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,118.0,57.0
107,1458248,1059,132079,Rajasthan,Karauli,26.51901555555556,76.96081818181815,116.0,55.0
108,1335551,1887,140947,Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,111.0,56.0
109,1634409,1719,195277,Rajasthan,Dausa,26.91234817629181,76.57342097264443,110.0,57.0
110,6626178,76565,990085,Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110.0,65.0
111,2677333,5647,339457,Rajasthan,Sikar,27.64644058641976,75.29317422839503,106.0,62.0
112,3307743,4449,347344,Rajasthan,Nagaur,27.07862016048146,74.14215667001012,105.0,53.0
113,3687165,19335,408808,Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,109.0,55.0
114,669919,754,43141,Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,117.0,46.0
115,2603751,2766,126494,Rajasthan,Barmer,25.77070908045978,71.50297126436782,111.0,46.0
116,1828730,1585,161845,Rajasthan,Jalor,25.07578093797277,72.18647261724662,105.0,45.0
117,1036346,2146,134089,Rajasthan,Sirohi,24.7976905263158,72.75309131578943,106.0,46.0
118,2037573,4043,326793,Rajasthan,Pali,25.80490393541874,73.55285640766907,101.0,53.0
119,2583052,13499,393498,Rajasthan,Ajmer,26.199300378787903,74.6990419191919,105.0,59.0
120,1421326,1908,158264,Rajasthan,Tonk,26.153935071707927,75.79192216427637,105.0,53.0
121,1110906,1392,136969,Rajasthan,Bundi,25.48580716049379,75.79984074074079,108.0,53.0
122,2408523,6207,373644,Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,103.0,52.0
123,1156597,1989,193276,Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,101.0,54.0
124,1388552,1477,141275,Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,101.0,49.0
125,1797485,2324,120603,Rajasthan,Banswara,23.453642032967014,74.44246868131869,102.0,46.0
126,1544338,4941,268172,Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,103.0,53.0
127,1951014,12843,339899,Rajasthan,Kota,25.175718080000014,76.18618928000001,110.0,67.0
128,1222755,1363,161310,Rajasthan,Baran,24.98023243243244,76.86210651828291,108.0,57.0
129,1411129,1750,220428,Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,106.0,52.0
130,3068420,14211,357846,Rajasthan,Udaipur,24.44076752136749,73.84029839743584,104.0,52.0
131,867848,716,71612,Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,102.0,46.0
173,3209141,5149,140538,Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,100.0,60.0
132,3466382,9699,404499,Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,112.0,60.0
133,4143512,10077,368153,Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,112.0,58.0
134,3682713,7303,268353,Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,109.0,58.0
135,4772006,11690,281758,Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,110.0,47.0
136,2335819,3847,131112,Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,110.0,45.0
137,1840221,2825,89329,Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,110.0,53.0
138,3443689,23717,425624,Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,113.0,62.0
139,1303048,2989,119121,Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,116.0,61.0
140,4681645,78116,695130,Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,113.0,67.0
141,1648115,53181,257586,Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,117.0,68.0
142,3499171,7865,223922,Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,112.0,58.0
143,3673889,13634,268120,Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,113.0,57.0
145,2547184,8726,281239,Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,116.0,59.0
146,4418797,27183,536402,Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,115.0,61.0
147,2498156,5834,196080,Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,114.0,61.0
148,1868529,2642,79022,Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,114.0,64.0
150,4448359,15164,272830,Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,113.0,49.0
151,2031007,2870,83006,Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,112.0,52.0
152,3006538,3889,115163,Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,115.0,50.0
154,4483992,3874,102040,Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,113.0,51.0
155,4092845,3845,95508,Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,115.0,54.0
156,3108367,3476,99466,Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,110.0,57.0
157,4589838,68506,582769,Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,109.0,68.0
158,3405559,5184,247856,Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,106.0,58.0
159,1885204,2624,88081,Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,114.0,58.0
160,1656616,2488,61491,Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,114.0,61.0
161,1581810,2964,113098,Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,115.0,67.0
162,1379545,2404,65479,Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,116.0,67.0
163,1796184,2682,49753,Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,116.0,65.0
165,1689974,2217,104176,Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,116.0,64.0
166,1998603,8517,183340,Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,112.0,65.0
167,1221592,1079,77082,Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,110.0,52.0
169,875958,1316,42936,Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,114.0,56.0
170,1799410,1655,73522,Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,116.0,56.0
171,991730,827,41046,Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,114.0,54.0
172,2632733,3385,75263,Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,111.0,57.0
174,1599596,1503,43753,Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,110.0,51.0
175,5954391,24122,391542,Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,111.0,62.0
176,3260699,3159,108116,Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,110.0,52.0
177,2470996,4746,127754,Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,104.0,59.0
178,2397888,2509,99581,Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,102.0,62.0
179,3797117,5956,233701,Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,102.0,59.0
180,3487731,2681,85814,Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,112.0,40.0
182,2148665,1551,57400,Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,108.0,40.0
183,3433919,4313,104084,Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,109.0,49.0
185,2464464,3423,108101,Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,104.0,57.0
186,1715183,2031,79525,Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,103.0,56.0
188,4440895,14597,296619,Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,105.0,61.0
189,3564544,3486,127331,Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,104.0,55.0
190,3100946,4469,150001,Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,98.0,60.0
191,4613913,6652,183381,Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,98.0,60.0
192,2205968,2656,149908,Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,102.0,62.0
193,3239774,4672,119972,Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,107.0,61.0
194,4494204,8002,181467,Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,98.0,61.0
195,3620268,5309,105767,Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,105.0,61.0
196,1952756,3492,99602,Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,109.0,60.0
197,3676841,19214,336056,Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,110.0,65.0
199,2496970,4447,145997,Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,111.0,57.0
200,1862559,5149,95582,Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,109.0,53.0
201,1774480,2635,69591,Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,115.0,59.0
203,3935042,3495,57546,Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,110.0,45.0
204,5099371,7719,74979,Bihar,Purba Champaran,26.68129336734693,85.00382155612242,111.0,45.0
205,656246,478,10004,Bihar,Sheohar,26.458380748663107,85.29539411764709,112.0,43.0
206,3423574,3460,66263,Bihar,Sitamarhi,26.56570069686413,85.61172491289203,111.0,42.0
207,4487379,5319,113281,Bihar,Madhubani,26.41380538172716,86.16328360450552,108.0,48.0
208,2229076,1845,51028,Bihar,Supaul,26.28157893772896,86.78496465201461,108.0,46.0
209,2811569,2561,43290,Bihar,Araria,26.211528119180603,87.30766554934816,109.0,43.0
210,1690400,1093,58718,Bihar,Kishanganj,26.324336758321294,87.95045007235886,105.0,44.0
211,3264619,4170,86058,Bihar,Purnia,25.81714801901739,87.40447606973065,109.0,41.0
212,3071029,2941,60900,Bihar,Katihar,25.56565356037151,87.70466083591326,109.0,42.0
213,2001762,1397,23236,Bihar,Madhepura,25.77341929460581,86.8978443983403,110.0,42.0
214,1900661,1668,41342,Bihar,Saharsa,25.821270696721303,86.54670819672135,110.0,42.0
215,3937385,6280,127442,Bihar,Darbhanga,26.146187719298258,85.97387352472099,110.0,46.0
216,4801062,10290,180651,Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,111.0,52.0
217,2562012,3707,69375,Bihar,Gopalganj,26.44874364161851,84.34636127167629,98.0,54.0
218,3330464,3834,52935,Bihar,Siwan,26.1736372013652,84.33766552901022,101.0,58.0
219,3951862,4509,94787,Bihar,Saran,25.89656077844312,84.82266287425155,105.0,55.0
220,3495021,4810,70001,Bihar,Vaishali,25.8134703180212,85.39247597173153,112.0,55.0
221,4261566,5379,88021,Bihar,Samastipur,25.793205563909765,85.94833323308269,110.0,50.0
222,2970541,4644,120373,Bihar,Begusarai,25.54302613168723,86.12560144032932,112.0,52.0
223,1666886,1580,40641,Bihar,Khagaria,25.53558891454964,86.56593256351037,113.0,46.0
224,3037766,6764,174534,Bihar,Bhagalpur,25.277192885375477,87.04213814229242,114.0,52.0
225,2034763,1704,62359,Bihar,Banka,24.832355642023337,86.8664916342413,110.0,47.0
226,1367765,2653,90461,Bihar,Munger,25.198537962962963,86.54173672839504,114.0,59.0
227,1000912,1186,44491,Bihar,Lakhisarai,25.183449321266963,86.12825701357468,111.0,51.0
228,636342,631,20065,Bihar,Sheikhpura,25.12472436548223,85.77839390862943,108.0,52.0
229,2877653,4156,101378,Bihar,Nalanda,25.229345508982053,85.48053113772461,108.0,53.0
230,5838465,40692,546859,Bihar,Patna,25.40297114503818,85.3198433587787,112.0,59.0
231,2728407,3661,62153,Bihar,Bhojpur,25.50666439393939,84.49407803030304,110.0,59.0
232,1706352,1784,46760,Bihar,Buxar,25.48593018867924,84.08808081760995,109.0,58.0
234,2959918,4594,114893,Bihar,Rohtas,24.99170460829495,83.9350762672811,109.0,61.0
235,2540073,2362,44456,Bihar,Aurangabad,24.774291867469877,84.45986024096379,108.0,58.0
235,2540073,2362,44456,Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,108.0,58.0
515,3701282,23258,589477,Bihar,Aurangabad,24.774291867469877,84.45986024096379,108.0,68.0
515,3701282,23258,589477,Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,108.0,68.0
236,4391418,6856,112617,Bihar,Gaya,24.7266541547278,84.94291217765044,107.0,52.0
237,2219146,1841,31162,Bihar,Nawada,24.825708836206903,85.61594568965519,107.0,49.0
238,1760405,1839,32633,Bihar,Jamui,24.78418380462726,86.26316298200514,108.0,49.0
239,1125313,1106,27641,Bihar,Jehanabad,25.155679045643165,84.9208124481328,108.0,55.0
245,49977,96,8635,Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,140.0,52.0
246,83947,202,14188,Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,122.0,58.0
247,78690,57,5318,Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,97.0,49.0
248,176573,2477,30539,Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,102.0,69.0
249,83448,139,5373,Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,100.0,54.0
250,112274,303,14204,Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,108.0,58.0
251,99214,450,14231,Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,102.0,63.0
252,35320,97,6198,Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,113.0,52.0
253,148226,170,14593,Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,108.0,49.0
254,111975,98,16026,Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,106.0,43.0
255,83030,381,12493,Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,102.0,65.0
256,92076,95,3911,Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,97.0,40.0
258,54080,207,5932,Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,108.0,59.0
259,145726,312,17157,Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,110.0,57.0
261,250260,178,14398,Nagaland,Mon,26.69207374301676,95.03072988826828,111.0,48.0
262,194622,537,40154,Nagaland,Mokokchung,26.478911764705888,94.522426006192,108.0,82.0
263,140757,261,28846,Nagaland,Zunheboto,26.028178205128206,94.50026666666668,102.0,73.0
264,166343,198,25268,Nagaland,Wokha,26.202611551155112,94.1990815181518,103.0,77.0
265,378811,3303,71413,Nagaland,Dimapur,25.814176811594223,93.75074057971014,109.0,73.0
266,163418,170,36182,Nagaland,Phek,25.63272986577182,94.56814563758392,105.0,65.0
267,196596,155,24998,Nagaland,Tuensang,26.21104453280316,94.85809880715708,108.0,60.0
270,267988,1928,50724,Nagaland,Kohima,25.60311428571428,93.78600657596373,108.0,74.0
272,479148,256,22798,Manipur,Senapati,25.08465586034914,94.03366234413956,107.0,55.0
273,140651,125,11541,Manipur,Tamenglong,24.98312942238265,93.49450740072204,106.0,60.0
274,274143,837,29894,Manipur,Churachandpur,24.30309718875504,93.38671506024085,103.0,71.0
275,237399,676,34364,Manipur,Bishnupur,24.50712111801243,93.8246236024845,100.0,66.0
276,422168,880,49507,Manipur,Thoubal,24.545392553191498,93.97959893617023,100.0,64.0
279,183998,276,14026,Manipur,Ukhrul,25.05900314960629,94.44129566929138,106.0,71.0
280,144182,184,18764,Manipur,Chandel,24.2635812987013,94.09443844155844,107.0,63.0
281,86364,90,12158,Mizoram,Mamit,23.73852942502819,92.4330803833147,108.0,70.0
282,83955,367,14853,Mizoram,Kolasib,24.2020004347826,92.73470391304348,105.0,78.0
283,400309,4019,79804,Mizoram,Aizawl,23.90781335453101,92.85359459459472,99.0,85.0
284,125745,186,23948,Mizoram,Champhai,23.54166580976866,93.24221799485862,102.0,80.0
285,64937,131,12315,Mizoram,Serchhip,23.263864705882344,92.914158496732,102.0,84.0
286,161428,482,26394,Mizoram,Lunglei,23.007717036172675,92.63512555425892,106.0,75.0
287,117894,162,9283,Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,106.0,53.0
288,56574,168,7400,Mizoram,Saiha,22.35744801061008,93.02827931034489,102.0,75.0
289,1725739,6394,314567,Tripura,West Tripura,23.780166241299337,91.41310788863107,104.0,79.0
290,876001,948,133744,Tripura,South Tripura,23.211874098057383,91.6065807585568,104.0,74.0
291,378230,273,46875,Tripura,Dhalai,23.781360477941163,91.94654283088232,106.0,73.0
292,693947,997,81601,Tripura,North Tripura,24.121739755351683,92.17842538226292,103.0,75.0
293,643291,1630,51301,Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,102.0,56.0
294,317917,288,24550,Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,103.0,60.0
295,142334,179,10940,Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,106.0,58.0
296,383461,149,32873,Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,102.0,60.0
298,825922,5032,135941,Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,99.0,70.0
299,395124,510,41677,Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,99.0,47.0
300,887142,1218,41373,Assam,Kokrajhar,26.497246635730868,90.13997470997688,104.0,55.0
302,1008183,1364,78641,Assam,Goalpara,26.017277777777807,90.59869891598912,104.0,56.0
303,1693622,2078,84804,Assam,Barpeta,26.427872264631056,90.97912010178116,105.0,53.0
305,2823768,5121,195631,Assam,Nagaon,26.26462170626351,92.9306191144708,104.0,61.0
306,1924110,4358,133368,Assam,Sonitpur,26.73514926829268,92.85197804878044,105.0,58.0
307,1042137,1948,60296,Assam,Lakhimpur,27.14128805970149,94.0775949253732,103.0,66.0
308,686133,1192,28195,Assam,Dhemaji,27.586533438485816,94.71336908517353,105.0,62.0
309,1327929,5135,161718,Assam,Tinsukia,27.53549291139241,95.69055949367085,105.0,60.0
310,1326335,8817,136685,Assam,Dibrugarh,27.30612284482757,95.0998282327587,104.0,67.0
312,1092256,5651,122063,Assam,Jorhat,26.76244824016563,94.30197722567289,104.0,73.0
